reservation_id,user_id,user_total_bookings,user_cancelled_bookings,user_recent_bookings_30d,loyalty_level,loyalty_points,date_reservation,seance_date_heure,days_until_seance,booking_lead_hours,seance_hour,seance_weekday,is_weekend,prix_base,langue,film_genre,seat_number,is_premium_seat,statut,cancellation_target
351,28,9,3,3,BRONZE,87,2026-03-10T02:00:00,2026-03-26T19:00:00,16,401,19,3,0,14.06,EN,Sci-Fi,30,0,CONFIRMED,0
352,28,10,3,1,BRONZE,87,2026-04-16T03:00:00,2026-04-17T08:00:00,1,29,8,4,0,21.44,FR,Comedy,120,0,CONFIRMED,0
353,28,11,3,10,BRONZE,87,2025-11-02T21:00:00,2025-11-07T21:00:00,5,120,21,4,0,18.44,FR,Sci-Fi,35,0,CONFIRMED,0
354,28,12,3,4,BRONZE,87,2026-03-19T18:00:00,2026-04-03T08:00:00,15,350,8,4,0,30.04,FR,Romance,6,1,CONFIRMED,0
355,28,13,3,9,BRONZE,87,2025-12-21T01:00:00,2026-01-06T19:00:00,16,402,19,1,0,28.9,FR,Animation,2,1,CONFIRMED,0
356,28,14,4,6,BRONZE,87,2026-02-01T03:00:00,2026-02-11T06:00:00,10,243,6,2,0,19.37,VO,Thriller,100,0,CANCELLED,1
357,28,15,4,13,BRONZE,87,2025-12-01T03:00:00,2025-12-04T14:00:00,3,83,14,3,0,12.13,FR,Comedy,45,0,CONFIRMED,0
358,29,1,0,0,GOLD,885,2026-01-31T07:00:00,2026-02-04T22:00:00,4,111,22,2,0,22.6,FR,Horror,8,1,CONFIRMED,0
359,29,2,0,1,GOLD,885,2026-02-07T08:00:00,2026-02-08T12:00:00,1,28,12,6,1,30.43,VO,Horror,90,0,CONFIRMED,0
360,29,3,0,0,GOLD,885,2026-03-28T16:00:00,2026-03-30T22:00:00,2,54,22,0,0,22.11,EN,Drama,76,0,CONFIRMED,0
361,29,4,0,1,GOLD,885,2026-03-17T03:00:00,2026-03-23T14:00:00,6,155,14,0,0,17.22,FR,Romance,90,0,CONFIRMED,0
362,29,5,0,4,GOLD,885,2025-12-25T02:00:00,2025-12-30T07:00:00,5,125,7,1,0,13.49,FR,Romance,75,0,CONFIRMED,0
363,29,6,0,5,GOLD,885,2025-12-24T20:00:00,2025-12-31T18:00:00,7,166,18,2,0,20.13,EN,Thriller,27,0,CONFIRMED,0
364,30,1,0,0,BRONZE,97,2026-04-09T04:00:00,2026-04-27T05:00:00,18,433,5,0,0,29.13,FR,Sci-Fi,46,0,CONFIRMED,0
365,30,2,0,1,BRONZE,97,2026-02-02T02:00:00,2026-02-19T19:00:00,17,425,19,3,0,31.81,FR,Drama,58,0,CONFIRMED,0
366,30,3,0,1,BRONZE,97,2026-03-25T20:00:00,2026-03-28T06:00:00,3,58,6,5,1,28.08,FR,Action,107,0,CONFIRMED,0
367,30,4,0,3,BRONZE,97,2026-02-27T22:00:00,2026-03-08T02:00:00,9,196,2,6,1,25.73,VO,Action,76,0,PENDING,0
368,30,5,0,2,BRONZE,97,2026-04-14T08:00:00,2026-04-18T19:00:00,4,107,19,5,1,30.05,FR,Action,116,0,PENDING,0
369,30,6,0,4,BRONZE,97,2026-03-19T09:00:00,2026-03-29T11:00:00,10,242,11,6,1,13.01,VO,Drama,93,0,CONFIRMED,0
370,30,7,0,6,BRONZE,97,2025-10-26T21:00:00,2025-10-30T19:00:00,4,94,19,3,0,19.08,VO,Comedy,58,0,CONFIRMED,0
371,31,1,0,0,SILVER,415,2025-11-29T19:00:00,2025-12-01T08:00:00,2,37,8,0,0,13.75,FR,Drama,83,0,CONFIRMED,0
372,31,2,0,1,SILVER,415,2025-11-08T17:00:00,2025-11-25T21:00:00,17,412,21,1,0,12.39,FR,Sci-Fi,62,0,CONFIRMED,0
373,31,3,1,2,SILVER,415,2025-11-25T18:00:00,2025-12-02T20:00:00,7,170,20,1,0,19.77,FR,Drama,29,0,CANCELLED,1
374,31,4,1,0,SILVER,415,2026-02-07T09:00:00,2026-02-24T21:00:00,17,420,21,1,0,31.83,EN,Romance,30,0,CONFIRMED,0
375,31,5,1,4,SILVER,415,2025-11-02T03:00:00,2025-11-08T01:00:00,6,142,1,5,1,22.67,AR,Sci-Fi,98,0,CONFIRMED,0
376,31,6,1,1,SILVER,415,2026-01-09T23:00:00,2026-01-28T02:00:00,19,435,2,2,0,31.83,FR,Comedy,41,0,CONFIRMED,0
377,31,7,1,6,SILVER,415,2025-11-19T10:00:00,2025-12-04T16:00:00,15,366,16,3,0,26.01,VO,Animation,73,0,PENDING,0
378,31,8,1,5,SILVER,415,2025-12-13T17:00:00,2025-12-20T13:00:00,7,164,13,5,1,15.51,FR,Action,78,0,CONFIRMED,0
379,31,9,1,0,SILVER,415,2026-04-19T00:00:00,2026-05-08T19:00:00,19,475,19,4,0,24.28,AR,Drama,23,0,PENDING,0
380,31,10,1,3,SILVER,415,2026-01-27T09:00:00,2026-01-28T02:00:00,1,17,2,2,0,14.95,AR,Comedy,15,0,PENDING,0
381,31,11,1,1,SILVER,415,2026-03-31T23:00:00,2026-04-16T05:00:00,16,366,5,3,0,30.84,FR,Action,39,0,PENDING,0
382,31,12,1,7,SILVER,415,2025-12-28T19:00:00,2026-01-11T21:00:00,14,338,21,6,1,18.35,AR,Animation,114,0,PENDING,0
383,31,13,1,4,SILVER,415,2026-02-20T16:00:00,2026-03-10T07:00:00,18,423,7,1,0,15.51,FR,Sci-Fi,17,0,CONFIRMED,0
384,31,14,1,13,SILVER,415,2025-10-21T16:00:00,2025-10-30T06:00:00,9,206,6,3,0,29.02,AR,Animation,24,0,PENDING,0
385,31,15,2,14,SILVER,415,2025-11-14T03:00:00,2025-11-28T00:00:00,14,333,0,4,0,23.31,VO,Comedy,96,0,CANCELLED,1
386,32,1,0,0,GOLD,590,2025-10-30T00:00:00,2025-11-08T18:00:00,9,234,18,5,1,12.23,FR,Sci-Fi,45,0,CONFIRMED,0
387,32,2,0,0,GOLD,590,2026-04-19T09:00:00,2026-04-27T20:00:00,8,203,20,0,0,20.76,FR,Comedy,53,0,CONFIRMED,0
388,32,3,0,1,GOLD,590,2025-11-30T22:00:00,2025-12-03T07:00:00,3,57,7,2,0,28.58,AR,Animation,98,0,CONFIRMED,0
389,32,4,0,1,GOLD,590,2026-04-01T09:00:00,2026-04-07T21:00:00,6,156,21,1,0,12.4,FR,Action,44,0,CONFIRMED,0
390,32,5,0,2,GOLD,590,2026-03-30T17:00:00,2026-04-19T02:00:00,20,465,2,6,1,31.56,FR,Thriller,115,0,CONFIRMED,0
391,32,6,0,5,GOLD,590,2025-11-03T05:00:00,2025-11-16T09:00:00,13,316,9,6,1,29.8,FR,Action,27,0,CONFIRMED,0
392,32,7,0,6,GOLD,590,2025-11-28T17:00:00,2025-12-04T14:00:00,6,141,14,3,0,25.21,FR,Action,51,0,PENDING,0
393,32,8,0,3,GOLD,590,2026-03-11T09:00:00,2026-03-19T07:00:00,8,190,7,3,0,12.08,FR,Romance,81,0,CONFIRMED,0
394,32,9,0,3,GOLD,590,2026-04-13T04:00:00,2026-04-17T01:00:00,4,93,1,4,0,24.76,VO,Horror,15,0,CONFIRMED,0
395,32,10,0,7,GOLD,590,2025-12-15T02:00:00,2025-12-17T06:00:00,2,52,6,2,0,24.84,FR,Drama,49,0,CONFIRMED,0
396,32,11,0,5,GOLD,590,2026-02-10T20:00:00,2026-02-21T00:00:00,11,244,0,5,1,17.27,AR,Animation,20,0,CONFIRMED,0
397,33,1,0,0,SILVER,371,2026-02-19T17:00:00,2026-02-21T06:00:00,2,37,6,5,1,28.82,AR,Drama,69,0,PENDING,0
398,33,2,0,1,SILVER,371,2025-11-24T03:00:00,2025-12-04T12:00:00,10,249,12,3,0,17.98,FR,Romance,5,1,PENDING,0
399,33,3,0,2,SILVER,371,2025-11-24T06:00:00,2025-11-27T01:00:00,3,67,1,3,0,30.99,FR,Thriller,22,0,PENDING,0
400,33,4,0,1,SILVER,371,2026-03-18T09:00:00,2026-03-27T15:00:00,9,222,15,4,0,13.57,EN,Comedy,106,0,PENDING,0
401,33,5,0,2,SILVER,371,2026-02-12T00:00:00,2026-03-03T16:00:00,19,472,16,1,0,26.54,AR,Action,72,0,CONFIRMED,0
402,33,6,0,3,SILVER,371,2026-02-07T18:00:00,2026-02-17T18:00:00,10,240,18,1,0,30.34,FR,Sci-Fi,76,0,CONFIRMED,0
403,33,7,0,4,SILVER,371,2026-01-03T06:00:00,2026-01-06T15:00:00,3,81,15,1,0,23.33,EN,Thriller,13,0,CONFIRMED,0
404,34,1,0,0,SILVER,336,2026-02-10T22:00:00,2026-02-25T03:00:00,15,341,3,2,0,21.71,EN,Action,36,0,CONFIRMED,0
405,34,2,0,1,SILVER,336,2025-10-26T22:00:00,2025-10-27T23:00:00,1,25,23,0,0,19.92,AR,Sci-Fi,7,1,PENDING,0
406,34,3,0,1,SILVER,336,2026-01-14T10:00:00,2026-01-21T20:00:00,7,178,20,2,0,28.35,FR,Comedy,63,0,CONFIRMED,0
407,34,4,0,1,SILVER,336,2026-02-20T06:00:00,2026-02-26T21:00:00,6,159,21,3,0,31.48,FR,Romance,35,0,CONFIRMED,0
408,34,5,0,0,SILVER,336,2026-03-28T04:00:00,2026-04-06T20:00:00,9,232,20,0,0,16.23,AR,Sci-Fi,98,0,CONFIRMED,0
409,34,6,0,1,SILVER,336,2026-04-04T18:00:00,2026-04-21T21:00:00,17,411,21,1,0,15.18,FR,Horror,18,0,CONFIRMED,0
410,34,7,1,6,SILVER,336,2025-11-25T10:00:00,2025-11-29T08:00:00,4,94,8,5,1,15.86,AR,Romance,32,0,CANCELLED,1
411,35,1,0,0,GOLD,877,2025-12-21T18:00:00,2025-12-30T11:00:00,9,209,11,1,0,24.71,FR,Action,48,0,CONFIRMED,0
412,35,2,0,1,GOLD,877,2025-12-18T16:00:00,2025-12-30T16:00:00,12,288,16,1,0,19.0,FR,Thriller,96,0,CONFIRMED,0
413,35,3,0,0,GOLD,877,2026-04-11T22:00:00,2026-04-13T05:00:00,2,31,5,0,0,15.26,EN,Thriller,110,0,CONFIRMED,0
414,35,4,0,1,GOLD,877,2026-02-26T02:00:00,2026-03-12T05:00:00,14,339,5,3,0,20.19,FR,Romance,99,0,CONFIRMED,0
415,35,5,0,2,GOLD,877,2026-03-17T05:00:00,2026-03-30T06:00:00,13,313,6,0,0,28.02,FR,Animation,40,0,CONFIRMED,0
416,35,6,0,3,GOLD,877,2026-02-07T21:00:00,2026-02-27T05:00:00,20,464,5,4,0,19.53,FR,Comedy,60,0,CONFIRMED,0
417,36,1,0,0,BRONZE,46,2025-10-31T23:00:00,2025-11-13T04:00:00,13,293,4,3,0,24.95,EN,Comedy,14,0,CONFIRMED,0
418,36,2,0,0,BRONZE,46,2026-02-08T00:00:00,2026-02-26T15:00:00,18,447,15,3,0,17.54,EN,Thriller,84,0,CONFIRMED,0
419,36,3,0,1,BRONZE,46,2026-02-17T09:00:00,2026-03-06T19:00:00,17,418,19,4,0,29.15,AR,Drama,41,0,PENDING,0
420,36,4,0,3,BRONZE,46,2025-11-02T19:00:00,2025-11-09T08:00:00,7,157,8,6,1,17.19,FR,Drama,5,1,PENDING,0
421,36,5,0,2,BRONZE,46,2026-03-02T00:00:00,2026-03-17T17:00:00,15,377,17,1,0,26.27,EN,Sci-Fi,61,0,CONFIRMED,0
422,36,6,1,3,BRONZE,46,2025-12-11T01:00:00,2025-12-29T07:00:00,18,438,7,0,0,15.4,EN,Animation,38,0,CANCELLED,1
423,36,7,1,2,BRONZE,46,2026-03-18T02:00:00,2026-04-02T19:00:00,15,377,19,3,0,28.17,AR,Comedy,88,0,CONFIRMED,0
424,36,8,1,4,BRONZE,46,2026-02-21T23:00:00,2026-02-26T23:00:00,5,120,23,3,0,26.88,FR,Romance,43,0,CONFIRMED,0
425,36,9,2,6,BRONZE,46,2025-12-22T07:00:00,2026-01-01T13:00:00,10,246,13,3,0,13.07,EN,Animation,80,0,CANCELLED,1
426,36,10,2,5,BRONZE,46,2026-02-28T18:00:00,2026-03-03T13:00:00,3,67,13,1,0,29.35,FR,Comedy,7,1,CONFIRMED,0
427,36,11,3,6,BRONZE,46,2026-02-27T00:00:00,2026-03-07T23:00:00,8,215,23,5,1,31.74,VO,Thriller,19,0,CANCELLED,1
428,36,12,4,7,BRONZE,46,2026-03-04T08:00:00,2026-03-14T23:00:00,10,255,23,5,1,18.65,VO,Drama,8,1,CANCELLED,1
429,36,13,4,8,BRONZE,46,2026-02-08T04:00:00,2026-02-24T15:00:00,16,395,15,1,0,27.47,EN,Comedy,101,0,CONFIRMED,0
430,36,14,5,13,BRONZE,46,2025-11-12T21:00:00,2025-11-26T15:00:00,14,330,15,2,0,20.59,FR,Horror,1,1,CANCELLED,1
431,36,15,5,9,BRONZE,46,2026-02-26T23:00:00,2026-02-27T12:00:00,1,13,12,4,0,29.84,AR,Animation,3,1,CONFIRMED,0
432,37,1,0,0,BRONZE,108,2026-03-23T22:00:00,2026-04-03T21:00:00,11,263,21,4,0,23.77,FR,Romance,39,0,CONFIRMED,0
433,37,2,0,1,BRONZE,108,2025-12-06T18:00:00,2025-12-14T04:00:00,8,178,4,6,1,20.67,EN,Action,116,0,PENDING,0
434,37,3,1,1,BRONZE,108,2026-03-07T22:00:00,2026-03-08T13:00:00,1,15,13,6,1,16.57,AR,Action,94,0,CANCELLED,1
435,37,4,1,3,BRONZE,108,2025-12-11T05:00:00,2025-12-14T02:00:00,3,69,2,6,1,19.33,EN,Action,113,0,PENDING,0
436,37,5,2,4,BRONZE,108,2025-11-11T09:00:00,2025-11-24T07:00:00,13,310,7,0,0,31.89,EN,Sci-Fi,3,1,CANCELLED,1
437,37,6,3,2,BRONZE,108,2026-03-20T21:00:00,2026-03-30T14:00:00,10,233,14,0,0,19.61,EN,Horror,20,0,CANCELLED,1
438,37,7,3,6,BRONZE,108,2025-10-26T10:00:00,2025-11-02T02:00:00,7,160,2,6,1,20.42,FR,Horror,80,0,CONFIRMED,0
439,37,8,4,3,BRONZE,108,2026-03-23T18:00:00,2026-04-08T08:00:00,16,374,8,2,0,24.35,FR,Romance,64,0,CANCELLED,1
440,37,9,5,4,BRONZE,108,2026-02-27T02:00:00,2026-03-17T01:00:00,18,431,1,1,0,22.46,FR,Sci-Fi,38,0,CANCELLED,1
441,38,1,0,0,SILVER,512,2026-01-25T03:00:00,2026-01-25T10:00:00,0,7,10,6,1,12.25,FR,Action,74,0,CONFIRMED,0
442,38,2,0,0,SILVER,512,2026-03-26T18:00:00,2026-03-28T14:00:00,2,44,14,5,1,26.47,FR,Comedy,30,0,PENDING,0
443,38,3,0,2,SILVER,512,2026-02-10T20:00:00,2026-02-12T03:00:00,2,31,3,3,0,14.0,FR,Action,38,0,CONFIRMED,0
444,38,4,0,3,SILVER,512,2025-12-31T07:00:00,2026-01-02T13:00:00,2,54,13,4,0,29.02,VO,Action,18,0,CONFIRMED,0
445,38,5,0,4,SILVER,512,2026-01-17T20:00:00,2026-01-31T08:00:00,14,324,8,5,1,17.37,AR,Drama,44,0,CONFIRMED,0
446,38,6,0,5,SILVER,512,2025-12-24T02:00:00,2026-01-11T03:00:00,18,433,3,6,1,19.71,AR,Romance,84,0,CONFIRMED,0
447,38,7,0,1,SILVER,512,2026-03-17T09:00:00,2026-04-04T15:00:00,18,438,15,5,1,15.19,FR,Animation,103,0,CONFIRMED,0
448,38,8,0,7,SILVER,512,2025-11-13T22:00:00,2025-11-30T18:00:00,17,404,18,6,1,19.17,FR,Sci-Fi,108,0,PENDING,0
449,38,9,0,7,SILVER,512,2025-12-16T19:00:00,2025-12-19T10:00:00,3,63,10,4,0,29.75,FR,Action,84,0,CONFIRMED,0
450,38,10,0,9,SILVER,512,2025-10-27T18:00:00,2025-11-13T08:00:00,17,398,8,3,0,26.87,AR,Comedy,86,0,CONFIRMED,0
451,38,11,0,10,SILVER,512,2025-10-25T07:00:00,2025-11-03T18:00:00,9,227,18,0,0,25.23,FR,Drama,87,0,CONFIRMED,0
452,38,12,0,9,SILVER,512,2025-11-28T09:00:00,2025-11-28T20:00:00,0,11,20,4,0,24.87,FR,Romance,110,0,CONFIRMED,0
453,38,13,0,9,SILVER,512,2025-12-15T00:00:00,2025-12-20T09:00:00,5,129,9,5,1,18.62,FR,Horror,71,0,CONFIRMED,0
454,38,14,0,4,SILVER,512,2026-02-18T08:00:00,2026-02-28T09:00:00,10,241,9,5,1,20.88,EN,Action,64,0,CONFIRMED,0
455,39,1,0,0,SILVER,212,2026-01-04T09:00:00,2026-01-16T12:00:00,12,291,12,4,0,22.98,AR,Romance,80,0,PENDING,0
456,39,2,0,1,SILVER,212,2025-11-27T04:00:00,2025-12-11T09:00:00,14,341,9,3,0,25.43,VO,Drama,7,1,PENDING,0
457,39,3,0,1,SILVER,212,2026-01-24T17:00:00,2026-02-10T07:00:00,17,398,7,1,0,24.4,EN,Sci-Fi,92,0,CONFIRMED,0
458,39,4,0,3,SILVER,212,2025-11-02T03:00:00,2025-11-02T10:00:00,0,7,10,6,1,18.83,AR,Thriller,38,0,CONFIRMED,0
459,39,5,0,0,SILVER,212,2026-03-23T09:00:00,2026-04-11T18:00:00,19,465,18,5,1,15.28,FR,Sci-Fi,93,0,CONFIRMED,0
460,39,6,1,1,SILVER,212,2026-02-28T04:00:00,2026-03-02T23:00:00,2,67,23,0,0,30.6,FR,Horror,101,0,CANCELLED,1
461,39,7,2,4,SILVER,212,2026-01-23T07:00:00,2026-02-08T16:00:00,16,393,16,6,1,20.29,VO,Romance,76,0,CANCELLED,1
462,39,8,2,6,SILVER,212,2025-12-24T20:00:00,2026-01-08T03:00:00,15,343,3,3,0,23.79,EN,Thriller,1,1,CONFIRMED,0
463,39,9,2,6,SILVER,212,2025-12-29T16:00:00,2026-01-09T05:00:00,11,253,5,4,0,30.49,AR,Thriller,89,0,PENDING,0
464,39,10,2,2,SILVER,212,2026-03-18T07:00:00,2026-03-26T19:00:00,8,204,19,3,0,25.15,EN,Drama,113,0,PENDING,0
465,39,11,3,10,SILVER,212,2025-10-24T03:00:00,2025-10-30T05:00:00,6,146,5,3,0,19.96,FR,Comedy,104,0,CANCELLED,1
466,39,12,3,8,SILVER,212,2026-01-03T18:00:00,2026-01-10T09:00:00,7,159,9,5,1,28.86,EN,Drama,95,0,CONFIRMED,0
467,39,13,3,3,SILVER,212,2026-02-27T04:00:00,2026-03-12T17:00:00,13,325,17,3,0,26.29,EN,Thriller,17,0,CONFIRMED,0
468,40,1,0,0,SILVER,219,2025-11-26T19:00:00,2025-12-09T11:00:00,13,304,11,1,0,23.41,EN,Drama,96,0,CONFIRMED,0
469,40,2,0,0,SILVER,219,2026-01-01T10:00:00,2026-01-12T19:00:00,11,273,19,0,0,14.13,FR,Action,8,1,PENDING,0
470,40,3,0,0,SILVER,219,2026-03-09T01:00:00,2026-03-23T20:00:00,14,355,20,0,0,17.01,AR,Sci-Fi,38,0,CONFIRMED,0
471,40,4,0,2,SILVER,219,2026-01-17T20:00:00,2026-01-20T06:00:00,3,58,6,1,0,24.32,EN,Animation,29,0,CONFIRMED,0
472,40,5,0,2,SILVER,219,2026-02-17T18:00:00,2026-03-06T17:00:00,17,407,17,4,0,27.94,EN,Sci-Fi,7,1,CONFIRMED,0
473,40,6,0,5,SILVER,219,2025-10-26T00:00:00,2025-11-07T00:00:00,12,288,0,4,0,13.08,AR,Comedy,112,0,PENDING,0
474,40,7,0,2,SILVER,219,2026-02-20T23:00:00,2026-03-09T07:00:00,17,392,7,0,0,23.77,AR,Comedy,93,0,CONFIRMED,0
475,40,8,0,3,SILVER,219,2026-03-05T08:00:00,2026-03-09T13:00:00,4,101,13,0,0,31.25,AR,Action,6,1,CONFIRMED,0
476,41,1,0,0,BRONZE,85,2025-12-21T06:00:00,2025-12-22T08:00:00,1,26,8,0,0,15.07,FR,Action,120,0,PENDING,0
477,41,2,0,0,BRONZE,85,2026-01-31T19:00:00,2026-02-17T21:00:00,17,410,21,1,0,23.45,FR,Romance,41,0,PENDING,0
478,41,3,0,2,BRONZE,85,2025-12-07T08:00:00,2025-12-24T08:00:00,17,408,8,2,0,22.1,FR,Animation,12,1,PENDING,0
479,41,4,0,3,BRONZE,85,2025-11-01T00:00:00,2025-11-08T07:00:00,7,175,7,5,1,19.22,FR,Romance,68,0,CONFIRMED,0
480,41,5,0,4,BRONZE,85,2025-11-04T10:00:00,2025-11-07T02:00:00,3,64,2,4,0,25.38,FR,Thriller,79,0,CONFIRMED,0
481,41,6,0,0,BRONZE,85,2026-04-09T00:00:00,2026-04-17T09:00:00,8,201,9,4,0,30.32,VO,Drama,70,0,CONFIRMED,0
482,41,7,0,4,BRONZE,85,2025-12-07T23:00:00,2025-12-19T04:00:00,12,269,4,4,0,28.06,FR,Action,115,0,CONFIRMED,0
483,41,8,1,1,BRONZE,85,2026-03-29T07:00:00,2026-04-02T02:00:00,4,91,2,3,0,31.43,AR,Animation,81,0,CANCELLED,1
484,42,1,0,0,SILVER,510,2026-03-24T04:00:00,2026-04-04T21:00:00,11,281,21,5,1,28.57,AR,Sci-Fi,56,0,PENDING,0
485,42,2,0,1,SILVER,510,2025-10-26T06:00:00,2025-10-27T00:00:00,1,18,0,0,0,21.18,FR,Action,7,1,CONFIRMED,0
486,42,3,0,1,SILVER,510,2026-03-31T16:00:00,2026-04-18T10:00:00,18,426,10,5,1,16.55,FR,Drama,81,0,CONFIRMED,0
487,42,4,0,2,SILVER,510,2026-01-10T07:00:00,2026-01-21T22:00:00,11,279,22,2,0,12.12,AR,Action,96,0,CONFIRMED,0
488,42,5,0,2,SILVER,510,2026-03-31T23:00:00,2026-04-11T22:00:00,11,263,22,5,1,14.12,AR,Drama,12,1,PENDING,0
489,42,6,0,4,SILVER,510,2026-01-11T22:00:00,2026-01-29T16:00:00,18,426,16,3,0,25.21,EN,Animation,18,0,PENDING,0
490,42,7,0,5,SILVER,510,2025-12-01T01:00:00,2025-12-14T19:00:00,13,330,19,6,1,14.88,EN,Thriller,102,0,CONFIRMED,0
491,42,8,0,3,SILVER,510,2026-04-16T17:00:00,2026-05-05T14:00:00,19,453,14,1,0,23.1,FR,Action,77,0,CONFIRMED,0
492,42,9,0,4,SILVER,510,2026-03-29T01:00:00,2026-04-02T18:00:00,4,113,18,3,0,26.97,VO,Drama,53,0,PENDING,0
493,42,10,0,5,SILVER,510,2026-03-14T05:00:00,2026-03-18T09:00:00,4,100,9,2,0,16.42,AR,Comedy,24,0,CONFIRMED,0
494,42,11,0,6,SILVER,510,2026-04-05T17:00:00,2026-04-15T19:00:00,10,242,19,2,0,24.89,FR,Sci-Fi,33,0,PENDING,0
495,42,12,0,10,SILVER,510,2025-12-16T00:00:00,2025-12-23T20:00:00,7,188,20,1,0,14.56,EN,Action,80,0,CONFIRMED,0
496,42,13,0,11,SILVER,510,2025-12-15T20:00:00,2025-12-23T02:00:00,8,174,2,1,0,24.33,FR,Animation,73,0,PENDING,0
497,42,14,0,12,SILVER,510,2025-12-31T05:00:00,2025-12-31T13:00:00,0,8,13,2,0,18.26,AR,Sci-Fi,83,0,PENDING,0
498,42,15,0,7,SILVER,510,2026-03-16T00:00:00,2026-04-03T23:00:00,18,455,23,4,0,21.6,FR,Romance,63,0,CONFIRMED,0
499,42,16,0,15,SILVER,510,2025-11-15T08:00:00,2025-12-03T12:00:00,18,436,12,2,0,17.61,AR,Thriller,26,0,PENDING,0
500,43,1,0,0,SILVER,419,2026-04-11T16:00:00,2026-04-24T06:00:00,13,302,6,4,0,20.1,EN,Thriller,71,0,PENDING,0
501,43,2,0,1,SILVER,419,2025-12-01T19:00:00,2025-12-15T23:00:00,14,340,23,0,0,27.5,FR,Comedy,99,0,PENDING,0
502,43,3,0,1,SILVER,419,2026-03-15T20:00:00,2026-03-26T18:00:00,11,262,18,3,0,22.21,FR,Horror,85,0,PENDING,0
503,43,4,0,3,SILVER,419,2025-11-13T05:00:00,2025-11-29T14:00:00,16,393,14,5,1,22.28,FR,Comedy,73,0,PENDING,0
504,43,5,0,3,SILVER,419,2025-12-16T23:00:00,2025-12-18T01:00:00,2,26,1,3,0,16.38,EN,Action,48,0,CONFIRMED,0
505,43,6,0,5,SILVER,419,2025-12-07T23:00:00,2025-12-16T11:00:00,9,204,11,1,0,21.39,FR,Action,84,0,CONFIRMED,0
506,43,7,0,6,SILVER,419,2025-12-07T02:00:00,2025-12-25T03:00:00,18,433,3,3,0,26.84,EN,Animation,49,0,CONFIRMED,0
507,44,1,0,0,GOLD,757,2026-01-13T03:00:00,2026-01-24T09:00:00,11,270,9,5,1,20.12,AR,Drama,102,0,CONFIRMED,0
508,44,2,0,1,GOLD,757,2025-12-12T06:00:00,2025-12-21T21:00:00,9,231,21,6,1,15.31,FR,Sci-Fi,28,0,CONFIRMED,0
509,44,3,0,2,GOLD,757,2025-11-16T07:00:00,2025-11-30T15:00:00,14,344,15,6,1,16.61,AR,Sci-Fi,62,0,CONFIRMED,0
510,44,4,0,3,GOLD,757,2025-11-19T05:00:00,2025-12-03T06:00:00,14,337,6,2,0,28.67,FR,Action,74,0,CONFIRMED,0
511,44,5,0,4,GOLD,757,2025-12-09T09:00:00,2025-12-28T15:00:00,19,462,15,6,1,23.45,FR,Comedy,24,0,CONFIRMED,0
512,44,6,0,5,GOLD,757,2025-11-26T10:00:00,2025-12-15T09:00:00,19,455,9,0,0,26.39,EN,Comedy,11,1,CONFIRMED,0
513,44,7,0,5,GOLD,757,2025-12-19T19:00:00,2025-12-23T16:00:00,4,93,16,1,0,16.39,FR,Comedy,75,0,CONFIRMED,0
514,44,8,0,7,GOLD,757,2025-11-01T18:00:00,2025-11-07T15:00:00,6,141,15,4,0,15.35,EN,Thriller,77,0,CONFIRMED,0
515,44,9,0,3,GOLD,757,2026-01-11T06:00:00,2026-01-13T19:00:00,2,61,19,1,0,12.33,EN,Thriller,88,0,CONFIRMED,0
516,44,10,0,0,GOLD,757,2026-03-26T05:00:00,2026-04-05T14:00:00,10,249,14,6,1,30.03,EN,Thriller,69,0,CONFIRMED,0
517,44,11,0,9,GOLD,757,2025-12-17T06:00:00,2026-01-05T17:00:00,19,467,17,0,0,24.07,AR,Thriller,100,0,CONFIRMED,0
518,44,12,0,7,GOLD,757,2026-01-01T23:00:00,2026-01-20T20:00:00,19,453,20,1,0,12.87,EN,Comedy,103,0,PENDING,0
519,44,13,0,5,GOLD,757,2026-01-19T16:00:00,2026-02-06T01:00:00,18,417,1,4,0,26.83,AR,Sci-Fi,13,0,CONFIRMED,0
520,44,14,0,2,GOLD,757,2026-02-19T08:00:00,2026-02-25T15:00:00,6,151,15,2,0,23.97,EN,Comedy,1,1,PENDING,0
521,44,15,0,14,GOLD,757,2025-11-22T18:00:00,2025-11-25T12:00:00,3,66,12,1,0,22.4,FR,Comedy,103,0,CONFIRMED,0
522,44,16,0,2,GOLD,757,2026-03-10T21:00:00,2026-03-25T00:00:00,15,339,0,2,0,23.71,FR,Animation,73,0,CONFIRMED,0
523,45,1,0,0,BRONZE,72,2025-11-27T19:00:00,2025-12-01T20:00:00,4,97,20,0,0,19.4,EN,Comedy,40,0,PENDING,0
524,45,2,0,0,BRONZE,72,2026-01-08T06:00:00,2026-01-26T17:00:00,18,443,17,0,0,29.28,FR,Comedy,101,0,CONFIRMED,0
525,45,3,0,0,BRONZE,72,2026-02-23T18:00:00,2026-03-04T13:00:00,9,211,13,2,0,27.72,AR,Animation,88,0,CONFIRMED,0
526,45,4,1,3,BRONZE,72,2025-11-08T10:00:00,2025-11-25T19:00:00,17,417,19,1,0,13.82,FR,Thriller,56,0,CANCELLED,1
527,45,5,1,1,BRONZE,72,2026-02-11T03:00:00,2026-02-19T06:00:00,8,195,6,3,0,13.6,FR,Drama,52,0,CONFIRMED,0
